Station Name,Province,Year,Mean Temperature (C),Total Precipitation (mm)
JOHNSON LAKE LO,AB,1971,15.0,65.3
KEANE LO,AB,1971,16.0,46.1
KINUSO RS,AB,1971,16.0,99.9
LIVOCK LO,AB,1971,15.6,74.5
LOVETT LO,AB,1971,12.9,162.1
LUNNFORD,AB,1971,15.4,125.4
MARTEN MOUNTAIN LO,AB,1971,14.2,128.0
MAYBERNE LO,AB,1971,12.4,254.9
MAY LO,AB,1971,14.5,118.7
MERIDIAN LO,AB,1971,14.1,136.8
MOBERLY LO,AB,1971,11.2,207.7
MUSKEG LO,AB,1971,14.9,80.5
NITON JUNCTION CDA EPF,AB,1971,14.3,228.7
OBED LO,AB,1971,11.8,232.0
PASS CREEK LO,AB,1971,13.9,209.0
PELICAN MOUNTAIN LO,AB,1971,14.7,154.9
PIMPLE LO,AB,1971,13.6,228.9
PRIMROSE LO,AB,1971,14.5,116.6
RICHARDSON LO,AB,1971,16.6,45.5
ROBB RS,AB,1971,13.8,140.8
ROUND HILL LO,AB,1971,15.0,122.9
SALT PRAIRIE LO,AB,1971,15.2,112.0
SAND RIVER LO,AB,1971,14.6,75.4
SANGUDO ROYDALE,AB,1971,15.4,155.1
SHINING BANK,AB,1971,14.7,171.1
SLAVE LAKE A,AB,1971,15.4,106.6
SMITH RS,AB,1971,15.4,98.6
STONEY MOUNTAIN LO,AB,1971,14.6,123.0
SWAN DIVE LO,AB,1971,13.2,234.0
TAR ISLAND,AB,1971,16.3,49.7
THICKWOOD LO,AB,1971,15.2,109.5
TOM HILL LO,AB,1971,12.9,205.9
TONY LO,AB,1971,14.4,172.6
VEGA,AB,1971,15.8,120.9
VEGA LO,AB,1971,15.3,120.6
WAGNER,AB,1971,15.4,94.4
WANDERING RIVER RS,AB,1971,14.5,111.9
WHITECOURT,AB,1971,15.1,192.8
WHITECOURT LO,AB,1971,13.0,281.2
WINEFRED LO,AB,1971,14.3,91.3
WOLF LO,AB,1971,14.1,199.8
YELLOWHEAD LO,AB,1971,13.3,147.9
FORT ASSINIBOINE,AB,1971,14.9,170.1
ADAIR LO,AB,1971,16.4,24.7
AMBER LO,AB,1971,15.9,73.2
BALD MOUNTAIN LO,AB,1971,15.3,138.3
BATTLE RIVER LO,AB,1971,16.3,55.9
BEAVERLODGE CDA,AB,1971,15.7,66.0
BASSET LO,AB,1971,15.3,60.7
BISON LO,AB,1971,16.0,61.6
BLUEBERRY MTN CDA EPF,AB,1971,16.0,74.8
BUFFALO LO,AB,1971,14.8,60.2
CADOTTE LO,AB,1971,15.7,52.6
CHINCHAGA LO,AB,1971,13.5,49.3
CHIPEWYAN LAKES LO,AB,1971,15.9,75.8
CLEAR HILLS LO,AB,1971,14.8,54.2
CODESA LO,AB,1971,14.8,97.0
COPTON LO,AB,1971,10.3,128.7
DEADWOOD LO,AB,1971,15.6,42.5
DEBOLT RS,AB,1971,16.1,71.9
DEMMITT CDA EPF,AB,1971,15.2,89.4
DOIG LO,AB,1971,14.3,72.2
DOUCETTE LO,AB,1971,15.6,115.1
ECONOMY LO,AB,1971,15.6,163.3
EDRA LO,AB,1971,13.8,62.4
ELMWORTH CDA EPF,AB,1971,15.4,103.5
EUREKA RIVER,AB,1971,13.9,57.4
FAIRVIEW,AB,1971,16.6,47.7
FAIRVIEW FSA,AB,1971,16.4,45.6
FALHER,AB,1971,16.5,78.5
FOGGY LO,AB,1971,13.7,28.7
FONTAS LO,AB,1971,14.3,56.6
FORT CHIPEWYAN A,AB,1971,15.8,94.5
FORT VERMILION CDA,AB,1971,17.7,16.7
GOODFARE CDA EPF,AB,1971,14.9,92.8
GRANDE PRAIRIE A,AB,1971,16.6,98.6
HAWK HILLS LO,AB,1971,16.3,46.4
HIGH LEVEL A,AB,1971,16.6,44.5
HINES CREEK RS,AB,1971,15.5,79.4
HOTCHKISS LO,AB,1971,14.9,62.8
JEAN LO,AB,1971,15.0,55.6
KAKWA LO,AB,1971,13.7,150.9
KEG RIVER,AB,1971,16.9,62.5
KEG RIVER RS,AB,1971,16.1,36.3
KEG LO,AB,1971,14.6,56.5
LAMBERT CREEK LO,AB,1971,14.6,65.4
LEGEND LO,AB,1971,14.5,41.3
MANNING RS,AB,1971,17.7,62.5
MCLENNAN CDA EPF,AB,1971,16.0,69.3
MCLENNAN RS,AB,1971,16.0,85.4
MUSKWA LO,AB,1971,15.6,102.4
NAYLOR HILLS LO,AB,1971,16.1,45.2
NOSE MOUNTAIN LO,AB,1971,12.5,211.9
NOTIKEWIN LO,AB,1971,15.3,103.0
NOTIKEWIN EAST,AB,1971,16.8,48.0
OTTER LAKES LO,AB,1971,15.3,46.9
PANNY LO,AB,1971,15.7,34.5
PARSON LAKE TOWER,AB,1971,16.2,37.3
PEACE RIVER A,AB,1971,16.2,45.0
PINTO LO,AB,1971,14.7,175.8
PONTON LO,AB,1971,13.8,27.4
PUSKWASKAU LO,AB,1971,14.9,131.3
RAINBOW RS,AB,1971,15.3,39.1
RED EARTH LO,AB,1971,15.6,43.4
RYCROFT,AB,1971,16.3,78.4
SADDLE HILLS LO,AB,1971,14.8,104.4
SIMONETTE LO,AB,1971,13.1,185.3
RAINBOW LO,AB,1971,16.4,50.0
SMOKY LO,AB,1971,14.0,173.1
SNUFF MOUNTAIN LO,AB,1971,14.4,130.4
SOUTH WAPITI RS,AB,1971,13.6,52.1
SPIRIT RIVER RS,AB,1971,17.2,82.0
STEEN LO,AB,1971,14.9,13.7
SWEATHOUSE LO,AB,1971,14.5,118.5
TALBOT LAKE LO,AB,1971,15.0,40.4
TEEPEE LO,AB,1971,14.4,89.5
TROUT MOUNTAIN LO,AB,1971,14.4,60.3
VALLEYVIEW RS,AB,1971,15.9,110.6
WABASCA RS,AB,1971,16.2,133.9
WADLIN LO,AB,1971,15.0,54.4
WANHAM CDA,AB,1971,16.8,65.9
WATINO,AB,1971,17.5,56.2
WATT MOUNTAIN LO,AB,1971,15.1,35.7
WHITEFISH LO,AB,1971,15.3,61.6
WHITE MOUNTAIN LO,AB,1971,14.5,106.7
WHITEMUD LO,AB,1971,15.5,84.4
WHITESAND LO,AB,1971,12.6,67.4
WORSLEY RS,AB,1971,15.7,89.3
YATES LO,AB,1971,16.1,38.7
ZAMA LO,AB,1971,15.7,74.5
DAVIDSON LAKE TOWER,AB,1971,16.3,26.8
CLEARDALE,AB,1971,15.6,35.3
COLD LAKE A,AB,1971,15.8,179.3
IRON RIVER,AB,1971,15.9,99.2
LA COREY RS,AB,1971,14.8,89.4
AMULET,SK,1971,16.7,39.4
BANGOR,PE,1971,15.7,77.6
BROADVIEW,SK,1971,15.3,60.5
CANORA,SK,1971,15.4,74.7
CARDROSS,SK,1971,17.2,30.0
CARLYLE,SK,1971,16.0,51.1
CARON,SK,1971,17.4,60.2
CEYLON,SK,1971,17.0,35.9
COTE,SK,1971,15.6,78.7
CUPAR,SK,1971,16.3,42.2
DAVIDSON,SK,1971,16.3,71.3
DUVAL,SK,1971,16.5,68.7
DYSART,SK,1971,15.5,64.9
ESTEVAN A,SK,1971,17.4,47.8
FERTILE,SK,1971,16.4,38.8
FOAM LAKE,SK,1971,15.7,90.9
FORT QU'APPELLE,SK,1971,17.0,37.7
FRANCIS,SK,1971,15.8,28.4
GOOD SPIRIT LAKE,SK,1971,15.5,97.5
GRENFELL,SK,1971,15.8,47.4
HUBBARD,SK,1971,15.3,65.4
HUMBOLDT,SK,1971,16.0,144.9
INDIAN HEAD CDA,SK,1971,16.3,74.7
INDIAN HEAD PFRA,SK,1971,16.4,65.9
KELLIHER,SK,1971,14.9,82.2
KIPLING,SK,1971,15.2,55.1
KRISTNES,SK,1971,15.3,99.7
KRONAU,SK,1971,15.8,52.7
KUROKI,SK,1971,14.8,134.6
LANGENBURG,SK,1971,15.7,125.9
LIBERTY,SK,1971,16.6,62.2
LIPTON,SK,1971,15.4,47.3
LUMSDEN,SK,1971,17.2,57.5
LUMSDEN 3,SK,1971,16.6,74.4
MARYFIELD,SK,1971,16.0,45.7
MELVILLE,SK,1971,15.6,57.7
MIDALE,SK,1971,16.6,32.4
MOOSE JAW A,SK,1971,17.6,45.4
MOOSOMIN,SK,1971,16.0,44.5
MUENSTER,SK,1971,15.4,130.1
NOKOMIS,SK,1971,16.2,80.0
ORMISTON,SK,1971,17.6,26.1
OXBOW,SK,1971,16.3,46.1
PASWEGIN,SK,1971,15.3,150.0
PREECEVILLE,SK,1971,15.1,94.8
QU'APPELLE 1,SK,1971,16.0,61.6
RAYMORE,SK,1971,15.5,128.7
REDVERS,SK,1971,16.1,37.5
REGINA A,SK,1971,16.5,44.1
REGINA CDA,SK,1971,16.3,36.8
REGINA CITY GREENHOUSES,SK,1971,16.7,45.6
REGINA KING,SK,1971,16.0,30.0
ROCANVILLE,SK,1971,16.4,63.9
SEMANS,SK,1971,16.1,121.1
STRASBOURG,SK,1971,16.8,73.0
TUGASKE,SK,1971,16.6,46.4
VEREGIN,SK,1971,16.0,84.5
WATROUS,SK,1971,16.2,121.4
WEYBURN,SK,1971,16.9,29.5
WILCOX,SK,1971,17.1,47.6
WISHART,SK,1971,15.6,122.2
WOLSELEY,SK,1971,15.9,70.8
WYNYARD,SK,1971,15.8,106.1
YELLOW GRASS,SK,1971,16.4,44.2
YORKTON A,SK,1971,15.6,92.1
REGINA UNIVERSITY,SK,1971,16.8,35.4
ABBEY,SK,1971,17.6,36.5
ANEROID,SK,1971,17.7,36.6
BEECHY,SK,1971,16.7,47.8
BIRSAY,SK,1971,16.9,56.3
BISHOPRIC,SK,1971,17.2,45.7
CABRI,SK,1971,17.4,36.6
CODERRE,SK,1971,16.9,47.7
EASTLEIGH,SK,1971,15.9,63.4
ELBOW,SK,1971,16.7,66.2
ESTON,SK,1971,16.1,48.9
GARDEN HEAD,SK,1971,16.5,12.0
GOLDEN PRAIRIE,SK,1971,17.5,29.2
GRAVELBOURG,SK,1971,17.9,57.6
GRAVELBOURG CDA EPF,SK,1971,17.6,55.3
GULL LAKE CDA EPF,SK,1971,16.2,15.1
HUGHTON,SK,1971,17.1,61.7
INGEBRIGHT LAKE,SK,1971,18.1,16.8
INSTOW,SK,1971,16.1,31.5
KINCAID,SK,1971,17.7,40.7
KLINTONEL,SK,1971,14.6,21.7
LEADER 2,SK,1971,17.0,46.9
LIMERICK,SK,1971,17.4,28.6
MAPLE CREEK NORTH,SK,1971,18.4,8.1
PALMER,SK,1971,16.6,71.5
PENNANT,SK,1971,16.8,25.2
ROADENE,SK,1971,17.9,21.3
RUSH LAKE,SK,1971,16.1,38.1
SHAMROCK,SK,1971,16.8,61.7
SHAUNAVON,SK,1971,16.7,29.1
SWIFT CURRENT A,SK,1971,16.3,41.5
SWIFT CURRENT CDA SRL,SK,1971,17.0,42.8
SWIFT CURRENT CDA,SK,1971,16.8,42.7
CLAYDON,SK,1971,18.2,23.7
CONSUL,SK,1971,16.2,18.8
CORONACH,SK,1971,17.2,34.6
CYPRESS HILLS PARK,SK,1971,15.8,33.3
EAST POPLAR RIVER,SK,1971,17.9,20.2
MANKOTA,SK,1971,16.9,11.4
MANKOTA 2,SK,1971,17.1,7.3
MINTON,SK,1971,17.1,36.4
NASHLYN,SK,1971,17.0,12.5
ROCKGLEN (AUT),SK,1971,17.1,27.9
SENATE,SK,1971,17.7,13.8
VAL-MARIE,SK,1971,17.1,39.7
WEST POPLAR RIVER,SK,1971,16.7,18.2
BAD LAKE IHD 102,SK,1971,16.5,61.5
BIGGAR,SK,1971,15.9,125.3
BUTTE ST PIERRE,SK,1971,14.7,122.8
CANDO,SK,1971,14.9,93.5
DENZIL,SK,1971,15.9,119.2
GLASLYN CDA EPF,SK,1971,14.9,117.5
HILLMOND,SK,1971,15.3,108.1
KINDERSLEY,SK,1971,16.2,78.8
KINDERSLEY CDA EPF,SK,1971,15.3,20.0
KINDERSLEY KY,SK,1971,16.4,78.4
LASHBURN,SK,1971,15.5,108.3
LOVERNA CDA EPF,SK,1971,16.4,75.7
MACKLIN,SK,1971,15.7,119.3
NORTH BATTLEFORD A,SK,1971,16.5,116.0
PAYNTON,SK,1971,16.1,89.3
PRINCE,SK,1971,15.7,99.9
RABBIT LAKE,SK,1971,14.4,104.9
ROSETOWN CDA EPF,SK,1971,16.5,80.5
ST WALBURG,SK,1971,15.5,109.2
SCOTSTOWN,SK,1971,14.9,155.0
SCOTT CDA,SK,1971,15.3,124.7
WASECA,SK,1971,15.5,92.0
ASQUITH,SK,1971,16.3,125.7
CAMEO,SK,1971,15.4,156.5
DANA CFB,SK,1971,15.7,178.1
DUNDURN,SK,1971,16.2,155.3
HAFFORD,SK,1971,15.2,131.5
HAGUE,SK,1971,15.9,222.9
HARRIS,SK,1971,16.0,42.1
KRYDOR,SK,1971,15.9,139.5
LENEY,SK,1971,16.1,111.0
MELFORT CDA,SK,1971,14.9,142.7
OUTLOOK,SK,1971,17.3,113.7
OUTLOOK PFRA,SK,1971,17.2,105.4
PILGER,SK,1971,15.8,120.4
PRINCE ALBERT A,SK,1971,15.4,165.9
ST LOUIS,SK,1971,16.0,158.1
SASKATOON A,SK,1971,16.4,142.2
SASKATOON SRC,SK,1971,16.4,125.9
VALLEY PARK,SK,1971,16.7,150.9
BRABANT LAKE,SK,1971,15.1,102.8
BUFFALO NARROWS,SK,1971,15.4,32.4
CREE LAKE,SK,1971,14.4,40.2
ISLAND FALLS,SK,1971,15.7,88.8
LA RONGE A,SK,1971,14.9,194.2
LOON LAKE CDA EPF,SK,1971,15.6,95.9
MEADOW LAKE,SK,1971,15.8,165.2
MOLANOSA,SK,1971,14.2,149.1
STONY RAPIDS,SK,1971,14.3,30.0
URANIUM CITY A,SK,1971,16.1,6.0
VICTOIRE,SK,1971,15.5,151.4
WASKESIU LAKE,SK,1971,15.4,107.6
WHITESAND DAM,SK,1971,13.1,89.0
AYLSHAM,SK,1971,15.9,141.1
CHOICELAND,SK,1971,14.2,148.1
LOST RIVER,SK,1971,15.5,155.5
ARRAN,SK,1971,15.2,115.4
ARRAN 23N,SK,1971,14.9,104.5
HUDSON BAY,SK,1971,15.5,89.2
PELLY,SK,1971,14.6,125.2
PORCUPINE PLAIN,SK,1971,15.4,153.5
PRAIRIE RIVER,AB,1971,14.6,133.1
SOMME CDA EPF,SK,1971,15.7,126.5
BALDUR,MB,1971,17.2,51.5
BEDE,MB,1971,17.3,39.3
BIRTLE,MB,1971,15.9,88.2
BRANDON A,MB,1971,16.3,106.6
BRANDON CDA,MB,1971,16.7,113.6
CARBERRY,MB,1971,17.0,90.9
CYPRESS RIVER,MB,1971,17.4,89.3
DELORAINE,MB,1971,17.1,43.1
DELORAINE 2,MB,1971,16.6,58.4
GLENBORO,MB,1971,16.9,86.8
GOODLANDS CDA EPF,MB,1971,16.9,50.2
HAMIOTA,MB,1971,16.2,62.2
HARDING,MB,1971,15.8,76.4
MINNEDOSA,MB,1971,15.1,89.7
OAKNER,MB,1971,15.7,87.4
PIERSON,MB,1971,17.4,51.3
PORTAGE LA PRAIRIE,MB,1971,17.5,97.8
PORTAGE SOUTHPORT A,MB,1971,17.1,108.8
PORTAGE LA PRAIRIE 2,MB,1971,17.1,87.6
ROBLIN,MB,1971,15.4,103.8
ROSSBURN,MB,1971,15.5,102.3
ROSSBURN 10N,MB,1971,14.5,102.8
RUSSELL,ON,1971,15.4,85.0
SOMERSET,MB,1971,16.0,105.8
STRATHCLAIR,MB,1971,15.2,89.0
VIRDEN,MB,1971,17.2,44.1
WASAGAMING,MB,1971,14.1,104.8
ALTONA,MB,1971,17.7,56.9
BOISSEVAIN,MB,1971,16.9,65.2
CARTWRIGHT,NL,1971,12.9,32.7
DEERWOOD,MB,1971,17.0,109.1
DUFROST,MB,1971,17.1,80.4
DUGALD,MB,1971,16.5,66.5
EMERSON,MB,1971,18.2,75.1
GLENLEA,MB,1971,16.9,83.5
GRAYSVILLE,MB,1971,16.7,113.8
KILLARNEY,MB,1971,17.8,53.1
MANITOU,MB,1971,16.0,74.3
MARQUETTE,MB,1971,17.1,108.0
MORDEN,MB,1971,18.2,73.0
MORDEN CDA,MB,1971,17.8,82.4
MORRIS,MB,1971,17.3,81.4
MYRTLE,MB,1971,16.4,81.0
NINETTE,MB,1971,18.0,56.8
NIVERVILLE,MB,1971,16.6,84.8
PEACE GARDENS,MB,1971,16.0,122.6
PETERSFIELD,MB,1971,16.6,69.5
PILOT MOUND (AUT),MB,1971,16.0,114.4
PLUM COULEE,MB,1971,17.9,58.7
RATHWELL,MB,1971,16.5,104.6
ROLAND,MB,1971,16.9,71.2
ST NORBERT,MB,1971,16.8,94.6
SELKIRK,MB,1971,17.1,75.1
SPRAGUE,MB,1971,16.1,109.1
STARBUCK,MB,1971,17.0,128.8
STEINBACH,MB,1971,16.8,77.5
STONEWALL,MB,1971,16.5,111.8
TEULON,MB,1971,16.1,52.2
VITA,MB,1971,16.8,64.4
WINNIPEG INT'L A,MB,1971,16.4,115.0
WINNIPEG STP,MB,1971,17.2,99.5
ARBORG,MB,1971,15.7,72.8
BEAUSEJOUR,QC,1971,16.8,59.7
BEAUSEJOUR 2,MB,1971,16.5,65.4
BISSETT,MB,1971,15.5,80.1
BROAD VALLEY,MB,1971,16.5,53.4
CHATFIELD,MB,1971,16.2,63.6
FALCON LAKE TCPL 45,MB,1971,16.1,77.7
FRASERWOOD,MB,1971,16.2,57.7
GEORGE ISLAND,MB,1971,15.9,80.9
GIMLI A,MB,1971,16.7,77.4
GRAND RAPIDS,MB,1971,15.6,65.7
GRAND RAPIDS HYDRO,MB,1971,15.8,49.4
GREAT FALLS,MB,1971,17.1,56.7
HODGSON 2,MB,1971,15.5,76.5
INDIAN BAY,MB,1971,16.1,93.0
PINAWA WNRE,MB,1971,16.3,51.4
PINE DOCK,MB,1971,16.3,111.9
PINE FALLS,MB,1971,16.4,60.5
ROSS,MB,1971,15.8,71.2
SPRUCE TCPL 43,MB,1971,16.4,103.0
ASHERN,MB,1971,15.6,54.2
BIRCH RIVER,MB,1971,15.7,103.9
DAUPHIN A,MB,1971,16.3,68.3
DELTA MARSH CS,MB,1971,17.5,83.4
DELTA WATERFOWL RS,MB,1971,17.9,100.2
ERIKSDALE,MB,1971,16.7,74.8
GILBERT PLAINS,MB,1971,15.8,51.8
GRASS RIVER,MB,1971,16.7,67.2
GYPSUMVILLE,MB,1971,15.7,50.5
KELWOOD,MB,1971,16.6,91.7
LANGRUTH,MB,1971,17.0,79.7
LUNDAR 4SW,MB,1971,17.0,65.2
MEADOW PORTAGE,MB,1971,16.6,78.5
NEEPAWA WATER,MB,1971,16.5,111.1
OCHRE RIVER,MB,1971,16.8,71.5
PINE RIVER,MB,1971,16.6,96.8
PLUMAS,MB,1971,17.1,87.3
RIDING MOUNTAIN PARK,MB,1971,14.5,94.6
ST AMBROISE,QC,1971,16.9,138.4
SWAN RIVER,MB,1971,16.3,96.4
VOGAR,MB,1971,17.1,79.4
WILSON CREEK WEIR CS,MB,1971,16.8,89.6
FLIN FLON,MB,1971,16.0,92.6
FLIN FLON A,MB,1971,15.4,71.4
FLIN FLON CFB,MB,1971,15.4,79.8
PASQUIA PROJECT,MB,1971,15.2,65.5
THE PAS A,MB,1971,15.4,60.5
WANLESS,MB,1971,14.9,64.2
BROCHET A,MB,1971,13.5,78.0
CHURCHILL A,MB,1971,10.2,55.6
GILLAM A,MB,1971,13.4,157.4
ISLAND LAKE A,MB,1971,14.9,84.4
KETTLE GS,MB,1971,14.1,160.7
LYNN LAKE A,MB,1971,13.7,118.7
RUTTAN LAKE,MB,1971,12.8,156.1
THOMPSON A,MB,1971,13.8,163.1
WHISKEY JACK,MB,1971,14.7,76.4
NORWAY HOUSE FORESTRY,MB,1971,16.0,108.5
BIG TROUT LAKE,ON,1971,13.9,96.0
CENTRAL PATRICIA,ON,1971,14.1,169.8
EAR FALLS,ON,1971,16.1,107.9
LANSDOWNE HOUSE,ON,1971,14.7,186.6
PICKLE LAKE (AUT),ON,1971,15.1,152.8
RED LAKE A,ON,1971,15.8,66.8
ATIKOKAN,ON,1971,15.1,86.1
FORT FRANCES,ON,1971,17.3,77.2
MINE CENTRE,ON,1971,16.9,67.0
SLEEMAN,ON,1971,16.6,65.9
STRATTON,ON,1971,16.1,69.4
DRYDEN,ON,1971,16.3,94.3
DRYDEN A,ON,1971,16.4,82.2
IGNACE TCPL 58,ON,1971,16.4,65.3
KENORA A,ON,1971,16.5,87.0
MARTIN TCPL 60,ON,1971,15.6,49.0
RAWSON LAKE,ON,1971,16.6,89.0
SIOUX LOOKOUT A,ON,1971,16.1,72.2
VERMILION BAY TCPL 52,ON,1971,15.7,101.5
WATCOMB,ON,1971,15.2,77.2
ABITIBI CAMP 228,ON,1971,15.5,43.1
ABITIBI CAMP 230,ON,1971,14.6,35.9
AGUASABON,ON,1971,11.8,82.4
ARMSTRONG (AUT),ON,1971,13.9,64.6
BLACK STURGEON LAKE 2,ON,1971,14.9,33.7
CAMERON FALLS,ON,1971,14.9,53.5
CARAMAT,ON,1971,15.0,90.3
CARIBOU ISLAND,ON,1971,9.9,52.1
DORION TCPL 70,ON,1971,14.9,90.7
GERALDTON,ON,1971,14.2,63.9
KAKABEKA FALLS,ON,1971,15.9,60.3
MANITOUWADGE,ON,1971,15.2,125.0
MARATHON,ON,1971,12.2,136.7
SCHREIBER,ON,1971,12.0,107.7
SLATE ISLAND,ON,1971,10.6,78.7
THUNDER BAY A,ON,1971,16.2,94.1
UPSALA,ON,1971,14.6,57.3
UPSALA TCPL 62,ON,1971,14.9,64.6
WELCOME ISLAND (AUT),ON,1971,15.8,90.6
PIGEON RIVER,ON,1971,15.6,76.8
THUNDER BAY WPCP,ON,1971,16.3,107.2
ELLIOT LAKE,ON,1971,16.5,51.8
HORNEPAYNE,ON,1971,12.6,124.6
SAULT STE MARIE 2,ON,1971,16.3,83.4
SAULT STE MARIE A,ON,1971,15.9,78.1
WAWA,ON,1971,13.0,76.2
WHITE RIVER,ON,1971,13.6,106.2
BISCOTASING,ON,1971,15.3,59.9
CHAPLEAU,ON,1971,15.1,55.5
CONISTON,ON,1971,18.2,81.7
FOLEYET,ON,1971,15.2,52.2
MCVITTIES,ON,1971,16.4,66.8
MONETVILLE,ON,1971,17.2,49.7
SUDBURY,ON,1971,18.4,89.1
SUDBURY A,ON,1971,17.3,95.0
TURBINE,ON,1971,17.5,130.1
COCHRANE,AB,1971,15.0,68.7
EARLTON A,ON,1971,16.3,70.0
FORT ALBANY,ON,1971,15.3,113.0
HAILEYBURY,ON,1971,17.8,61.3
HUNTA,ON,1971,14.6,72.3
INDIAN CHUTE,ON,1971,16.5,39.8
IROQUOIS FALLS,ON,1971,15.3,75.9
KAPUSKASING CDA,ON,1971,15.3,61.7
KAPUSKASING A,ON,1971,15.4,71.1
KIDD CREEK MINE,ON,1971,15.7,107.9
KIRKLAND LAKE,ON,1971,16.0,94.0
MATHESON,ON,1971,15.6,75.7
MATTICE TCPL,ON,1971,15.0,59.8
MOOSONEE UA,ON,1971,14.5,95.5
PINARD,ON,1971,14.9,105.4
PORCUPINE ONT HYDRO,ON,1971,16.6,79.0
SMOKY FALLS,ON,1971,15.8,100.5
TIMMINS A,ON,1971,15.7,86.6
TWIN FALLS,ON,1971,15.2,99.3
ALGONQUIN PARK EAST,ON,1971,16.5,53.5
ALGONQUIN PARK WEST,ON,1971,16.4,68.8
CRYSTAL FALLS,ON,1971,16.7,54.7
FRENCH R CHAUDIERE DAM,ON,1971,18.3,57.9
LA CAVE,ON,1971,17.1,58.1
LAKE OPEONGO,ON,1971,16.5,60.4
LAKE TRAVERSE,ON,1971,17.5,30.8
MADAWASKA,ON,1971,16.9,91.3
NORTH BAY,ON,1971,18.1,58.5
NORTH BAY A,ON,1971,17.0,55.6
TIMAGAMI,ON,1971,16.7,96.4
GORE BAY,ON,1971,16.7,59.0
GORE BAY A,ON,1971,17.2,54.4
GREAT DUCK ISLAND,ON,1971,15.1,69.1
SOUTH BAYMOUTH,ON,1971,15.9,55.7
ALMONTE,ON,1971,19.2,56.2
ARNPRIOR GRANDON,ON,1971,19.3,114.2
ASHTON STN SESIA FARM,ON,1971,18.8,90.8
BARK LAKE DAM,ON,1971,16.9,77.2
BELLROCK,ON,1971,18.0,66.3
BROCKVILLE,ON,1971,19.4,98.3
BROCKVILLE PCC,ON,1971,19.5,84.7
CARP,ON,1971,19.1,110.0
CATARAQUI TS,ON,1971,19.3,80.3
CHALK RIVER AECL,ON,1971,18.4,56.0
CHATS FALLS,ON,1971,19.9,137.7
CHENAUX,ON,1971,20.3,113.4
CHESTERVILLE,ON,1971,19.4,98.6
COMBERMERE,ON,1971,17.6,78.4
CORNWALL,ON,1971,20.4,80.7
CORNWALL ONT HYDRO,ON,1971,20.3,87.7
DALHOUSIE MILLS,ON,1971,18.5,77.1
DES JOACHIMS,ON,1971,18.1,43.5
GLEN GORDON,ON,1971,19.0,61.8
HARTINGTON IHD,ON,1971,19.2,85.9
KEMPTVILLE,ON,1971,19.1,72.3
KILLALOE,ON,1971,16.9,68.1
KINGSTON A,ON,1971,19.2,60.6
KINGSTON N & C GAS,ON,1971,20.0,68.2
KINGSTON ONT HYDRO,ON,1971,20.3,85.1
METCALFE OSGOODE,ON,1971,18.6,78.6
MORRISBURG,ON,1971,19.1,114.1
OTTAWA CDA,ON,1971,19.4,121.0
OTTAWA MACDONALD-CARTIER INT'L  A,ON,1971,19.3,111.4
OTTAWA NRC,ON,1971,19.5,119.5
PETAWAWA A,ON,1971,18.2,39.6
PETAWAWA NAT FORESTRY,ON,1971,17.7,43.5
RENFREW,ON,1971,18.7,176.4
ST ELMO,ON,1971,19.2,100.1
SMITHS FALLS WPCP,ON,1971,19.3,79.8
SOUTH MOUNTAIN,NS,1971,19.1,72.0
ALLISTON,PE,1971,19.3,47.5
BEATRICE,ON,1971,17.0,70.5
BEETON WATSON,ON,1971,18.8,76.4
BIG CHUTE,ON,1971,19.4,69.1
BURKS FALLS,ON,1971,15.9,72.8
CHATSWORTH,ON,1971,18.0,120.8
COLLINGWOOD,ON,1971,18.9,97.0
DALRYMPLE LAKE,ON,1971,18.6,75.2
DURHAM,ON,1971,17.4,161.1
ESSA ONT HYDRO,ON,1971,18.7,96.4
HOLLY,ON,1971,18.4,132.4
HUNTSVILLE WPCP,ON,1971,18.0,66.9
KESWICK,ON,1971,18.9,88.8
MEAFORD WILLOWMERE,ON,1971,17.9,98.9
MIDHURST,ON,1971,18.5,89.8
MILFORD BAY,ON,1971,17.2,70.9
MUSKOKA A,ON,1971,16.9,107.7
OWEN SOUND MOE,ON,1971,17.9,71.0
PARRY SOUND,ON,1971,17.9,71.0
POWASSAN VALLEYVIEW,ON,1971,17.0,72.4
PROTON STATION,ON,1971,16.6,91.6
RAGGED RAPIDS,ON,1971,17.8,71.6
RAVENNA,ON,1971,18.3,77.5
UTTERSON ONT HYDRO,ON,1971,16.8,82.3
WIARTON A,ON,1971,17.4,67.4
THORNBURY SLAMA,ON,1971,18.2,66.7
BLYTH,ON,1971,18.5,118.4
BRUCEFIELD,ON,1971,18.8,67.9
COVE ISLAND,ON,1971,16.4,93.1
COURTRIGHT,ON,1971,21.2,37.9
DOUGLAS POINT,ON,1971,17.5,82.6
EXETER,ON,1971,19.6,74.7
GODERICH MUNICIPAL A,ON,1971,18.6,115.9
LUCKNOW,ON,1971,18.2,129.4
PAISLEY,ON,1971,17.6,130.4
SARNIA A,ON,1971,19.9,74.7
SARNIA POLYSAR,ON,1971,21.3,60.2
SARNIA WATERWORKS,ON,1971,20.6,78.8
SOUTHAMPTON,ON,1971,17.6,105.4
TOBERMORY,ON,1971,16.4,90.0
WALKERTON,ON,1971,18.3,131.8
AYLMER,ON,1971,20.7,46.6
CANBORO,ON,1971,19.7,67.6
CHATHAM,ON,1971,21.0,35.9
